delta,alpha,beta,omega,gamma,x_mean,x_rms,x_max,x_min,x_std,dom_freq,periodic,label_gamma
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,0.1,3.277499480514148,3.3085428650845645,3.9369085010467053,0.1,0.4521648430953814,0.07998399999999999,False,0.1
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,0.2,3.2757838516073448,3.3060049619208405,3.854079166714242,0.1,0.44599211404885253,0.07998399999999999,False,0.2
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,0.3,3.257217280703902,3.292789811071186,4.044656394551347,0.1,0.48270107331358936,0.07998399999999999,False,0.3
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,0.4,3.220855276601566,3.267942560288579,4.256609098441624,0.1,0.5527566051467161,0.07998399999999999,False,0.4
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,0.5,3.1620614586349713,3.2282710838286417,4.501596757533115,0.1,0.6504625450396284,0.07998399999999999,False,0.5
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,0.6,3.064010977444103,3.1628741597662633,4.787395374443755,0.1,0.7846079789418277,0.07998399999999999,False,0.6
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,0.7,2.66384143313732,3.023299973042084,4.9157549777485725,-4.376238806481637,1.4297872380522822,0.08498299999999999,False,0.7
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,0.7999999999999999,-1.1688728077316732,2.737108128980477,5.074716764198741,-5.1030857407920385,2.4749741956385085,0.009997999999999998,False,0.7999999999999999
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,0.8999999999999999,0.34301378066766136,3.09125897672163,5.215850244083173,-5.114546261731563,3.0721692022794143,0.07998399999999999,False,0.8999999999999999
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,0.9999999999999999,0.08633643900008488,3.279448162810198,5.39951117111904,-5.3986206404672785,3.2783114970758906,0.08498299999999999,False,0.9999999999999999
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,1.0999999999999999,0.08650498599374717,3.355315829817845,5.574440155683537,-5.575993803801528,3.3542005314567045,0.07998399999999999,False,1.0999999999999999
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,1.2,0.08510809159793535,3.4057784127156494,5.701896807171361,-5.72659264218837,3.4047148499198117,0.07998399999999999,False,1.2
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,1.3,0.08374558944346314,3.447178717511659,5.880723540443186,-5.802125887458288,3.4461613117661942,0.07998399999999999,False,1.3
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,1.4,0.08443246862964825,3.48332912840084,6.001862597002674,-5.8751925933789835,3.482305698098152,0.07998399999999999,False,1.4
0.3366327592946544,-0.4604265724722594,0.04097352393619469,0.5165276355285291,1.5,0.08772257908635891,3.5158314908953785,6.087758341084983,-5.967035155596051,3.5147369491172533,0.07998399999999999,False,1.5
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,0.1,-0.00021394801425942927,0.08436066960744092,0.16210070730557719,-0.15955966053480403,0.0843603983090585,0.19496099999999997,True,0.1
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,0.2,-0.0006952567185539816,0.17032706194525846,0.30338665863250264,-0.2834606312587231,0.170325642957833,0.19496099999999997,True,0.2
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,0.3,-0.001205005707677411,0.2638813211625419,0.4471491969209721,-0.437103463534496,0.26387856983797126,0.19496099999999997,True,0.3
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,0.4,-0.0017870819208124164,0.37347157080483423,0.5926437877619305,-0.6032772328784077,0.3734672951379259,0.19496099999999997,True,0.4
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,0.5,-0.0025676315657189542,0.5265744003593881,0.7887571035138466,-0.7872882102001401,0.5265681403028405,0.19496099999999997,True,0.5
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,0.6,-0.0029369019601695407,0.7985391060186533,1.182334357349156,-1.1823372164721735,0.7985337052673146,0.19496099999999997,True,0.6
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,0.7,-0.0017613850009555421,0.9175113485015561,1.356181031062162,-1.3568848061551548,0.9175096577976837,0.19496099999999997,True,0.7
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,0.7999999999999999,-0.0007528216412448373,0.982082837321375,1.467230635919404,-1.4726273331138207,0.9820825487813023,0.19496099999999997,True,0.7999999999999999
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,0.8999999999999999,9.058641819965132e-05,1.0294473318834134,1.5648697277280301,-1.566261391734514,1.029447327897829,0.19496099999999997,True,0.8999999999999999
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,0.9999999999999999,0.0008138521232848802,1.0681021568558893,1.6443009052049962,-1.6497319526178105,1.06810184679408,0.19496099999999997,True,0.9999999999999999
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,1.0999999999999999,0.0014487837876197985,1.1013836862494457,1.7303098123982545,-1.698214588878888,1.1013827333683572,0.19496099999999997,True,1.0999999999999999
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,1.2,0.002014053246251053,1.130962907848558,1.792377094018373,-1.7757457051258836,1.1309611145034064,0.19496099999999997,True,1.2
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,1.3,0.002519943517334866,1.1578039091519698,1.8340647260840641,-1.856936375576744,1.1578011668383532,0.19496099999999997,True,1.3
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,1.4,0.0029788608668665645,1.1825174599950432,1.8590830907152083,-1.9247499059866433,1.1825137079886492,0.19496099999999997,True,1.4
0.4159716076401226,0.8255111545554434,0.6066357757671799,1.2294965609839985,1.5,0.00340902830169499,1.2055171937929556,1.890902150188251,-1.9803546880372007,1.2055123736637798,0.19496099999999997,True,1.5
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,0.1,-0.00010994160512433417,0.10874191937708921,0.154859760864418,-0.17341086239590822,0.10874186379981186,0.07998399999999999,True,0.1
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,0.2,-9.18496536390478e-05,0.206020180290028,0.2949784226086182,-0.36339344359549547,0.20602015981543353,0.07998399999999999,True,0.2
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,0.3,0.00023351528113480313,0.28810868710827864,0.4176130385535651,-0.523211178344065,0.28810859247490256,0.07998399999999999,True,0.3
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,0.4,0.00041388376648042035,0.3567622649649586,0.5270260565560659,-0.6539528829948129,0.35676202488935843,0.07998399999999999,True,0.4
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,0.5,0.00023386135269288637,0.4147946182048886,0.63259059404998,-0.7603609842408628,0.4147945522793266,0.07998399999999999,True,0.5
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,0.6,-0.00018823484661039628,0.46459017344195047,0.7510910994052569,-0.8474680608113332,0.46459013530903137,0.07998399999999999,True,0.6
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,0.7,-0.0007102594904591364,0.5079592454826096,0.8647156113000337,-0.9191490573331661,0.5079587489183724,0.07998399999999999,True,0.7
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,0.7999999999999999,-0.0011926097624631318,0.5462872400920068,0.9646953987845881,-0.9788383310487223,0.5462859382862572,0.07998399999999999,True,0.7999999999999999
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,0.8999999999999999,-0.001503159029777901,0.5807161479164556,1.0486790558109875,-1.0286843213429073,0.5807142024816149,0.07998399999999999,True,0.8999999999999999
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,0.9999999999999999,-0.0016282306831069547,0.612299698728968,1.1160733692686415,-1.0705330885220565,0.6122975338252046,0.07998399999999999,True,0.9999999999999999
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,1.0999999999999999,-0.0017128188105531167,0.6420964889954185,1.1680363074816125,-1.1583756517513775,0.6420942044840195,0.07998399999999999,True,1.0999999999999999
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,1.2,-0.0018751528156694035,0.6712362383296251,1.2085571894053013,-1.2300645027307155,0.6712336191288568,0.07998399999999999,True,1.2
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,1.3,-0.002067153206337002,0.7010210137553312,1.2854910268876063,-1.2834322642772513,0.7010179659639073,0.07998399999999999,True,1.3
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,1.4,-0.0022289935178506177,0.7331133645138583,1.3432242685489006,-1.3439082054667235,0.7331099759358939,0.07998399999999999,True,1.4
0.2946312461594403,0.8701448475755365,0.8158535541215322,0.5027385001701481,1.5,-0.0023332358480180437,0.7697943916728528,1.3985146980929943,-1.3988329819465823,0.7697908556624031,0.07998399999999999,True,1.5
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,0.1,1.1157656694487605,1.1214656242053342,1.3645662631490107,0.1,0.11292527243190288,0.10497899999999998,False,0.1
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,0.2,1.1054842831717826,1.1144884735975134,1.3964969740389765,0.1,0.14138266315883624,0.10997799999999998,False,0.2
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,0.3,1.080582582727691,1.0980010580350168,1.5330274327058129,0.1,0.19480145110231967,0.10997799999999998,False,0.3
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,0.4,-0.979454733565738,1.062057364495658,1.474132158462596,-1.5109942515697286,0.41065103235610173,0.10997799999999998,False,0.4
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,0.5,0.9283289829465482,1.0242339833089793,1.6987971373742863,-1.4799979283818023,0.43273612281205054,0.10997799999999998,False,0.5
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,0.6,0.021299963242631222,1.076750285232009,1.8053312092560878,-1.8079411669658165,1.0765395897564916,0.10997799999999998,False,0.6
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,0.7,0.02031275203877381,1.1019137473535496,1.8952696882385958,-1.8738311439537823,1.1017265081277448,0.10997799999999998,False,0.7
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,0.7999999999999999,0.021043181411151603,1.1207549550809042,1.954474511997842,-1.9245007134131333,1.120557385346461,0.10997799999999998,False,0.7999999999999999
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,0.8999999999999999,0.02431409808260016,1.1364867739481006,1.99149894670058,-2.003822141280086,1.1362266552028213,0.10997799999999998,False,0.8999999999999999
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,0.9999999999999999,0.043310275535496164,1.150086364164394,2.0472756897824693,-2.07019030974618,1.1492705795720668,0.10997799999999998,False,0.9999999999999999
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,1.0999999999999999,0.11026682985451927,1.1600460759328124,2.091432455215579,-2.1265176804855352,1.1547935419463302,0.10997799999999998,False,1.0999999999999999
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,1.2,0.1554705545082789,1.1714616908456528,2.12937530334059,-2.1754301538346863,1.16109922048025,0.10997799999999998,False,1.2
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,1.3,0.1938825372839783,1.1857086432761765,2.176314560689543,-2.219220431195015,1.169749780284723,0.10997799999999998,False,1.3
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,1.4,0.2235869887069899,1.2041955264884494,2.226068981812099,-2.257868109613156,1.1832564069109173,0.10497899999999998,False,1.4
0.4358319244644062,-0.9328288493890713,0.7296554464299441,0.675655620602559,1.5,-0.2524997042162125,1.2362354793443844,2.2077053485215665,-2.2922521333729557,1.2101743922925179,0.10497899999999998,False,1.5
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,0.1,0.0021777907241223187,0.08383850538243605,0.20322452347741707,-0.12733125532124884,0.08381021544133319,0.14497099999999996,True,0.1
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,0.2,0.0017293534155933949,0.16674119727944176,0.32325823557675737,-0.2681213704245577,0.16673222905888857,0.14497099999999996,True,0.2
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,0.3,0.0016018586374445035,0.25342870013819185,0.4403738359753221,-0.4392969018255709,0.25342363761622394,0.14497099999999996,True,0.3
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,0.4,0.001952069652341229,0.34630919357238177,0.5537191016037049,-0.6220379454421221,0.34630369183250964,0.14497099999999996,True,0.4
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,0.5,0.002509898735000444,0.45012067220946517,0.6771116705740207,-0.8114074550324588,0.4501136744852803,0.14497099999999996,True,0.5
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,0.6,0.002802381694537131,0.5759340444015512,0.9443753590070445,-1.0009899202100039,0.5759272264423397,0.14497099999999996,True,0.6
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,0.7,0.0034404329446038433,0.7752789334626389,1.230461304365549,-1.2190884998758789,0.7752712996700707,0.14497099999999996,True,0.7
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,0.7999999999999999,0.012985315257476376,1.314968719824164,1.9913917434818822,-1.9915618262116697,1.3149046032711518,0.14497099999999996,True,0.7999999999999999
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,0.8999999999999999,0.014658507430455549,1.3946692733557815,2.1230220570436846,-2.121366188102017,1.3945922379687385,0.14497099999999996,True,0.8999999999999999
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,0.9999999999999999,0.015691011916613467,1.4473985685796642,2.224625099461142,-2.231143687988026,1.4473135142295512,0.14497099999999996,True,0.9999999999999999
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,1.0999999999999999,0.01642954775766327,1.4892490954310342,2.3297973352276395,-2.3031288883518455,1.4891584664509792,0.14497099999999996,True,1.0999999999999999
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,1.2,0.017021825739092594,1.5249165767054356,2.381357823696295,-2.419073952253475,1.5248215709910233,0.14497099999999996,True,1.2
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,1.3,0.01756155159305135,1.5564910574626982,2.42094809047597,-2.498355894323644,1.556391982717398,0.14497099999999996,True,1.3
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,1.4,0.018049172953750296,1.585103698147544,2.531130917533558,-2.5520691613398427,1.585000934143796,0.14497099999999996,True,1.4
0.43843051505744896,0.08292244049818343,0.2997118905373848,0.9226872211976584,1.5,0.018433897671770342,1.611442732067282,2.6252120678851427,-2.5861986577667975,1.6113372924838214,0.14497099999999996,True,1.5
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,0.1,0.8942534066095704,0.9570677948284305,1.4641706012650395,0.08719389618603564,0.34101262244223857,0.029993999999999993,False,0.1
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,0.2,-0.108430201609647,0.9138929407160025,1.6030028749871865,-1.5994262534864865,0.9074377105176059,0.014996999999999996,False,0.2
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,0.3,-0.05618704921277128,0.9504566356688977,1.7253931127541726,-1.7754535573986385,0.9487944096524817,0.029993999999999993,False,0.3
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,0.4,0.03893983909129192,1.394608364605697,2.4822266713004923,-2.457464479369931,1.3940646253168183,0.18496299999999996,True,0.4
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,0.5,0.07847676746066114,1.3398303884390206,2.5235292356368944,-2.488284492085974,1.3375301367646195,0.18496299999999996,False,0.5
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,0.6,0.04850604692870246,1.4293657581770076,2.5857266533909997,-2.652791431217095,1.428542485913626,0.18496299999999996,False,0.6
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,0.7,-0.0036901131029455983,1.4530573703784742,2.5893841703809395,-2.670983469888869,1.4530526847559568,0.18496299999999996,False,0.7
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,0.7999999999999999,0.00037272554810110706,1.4629755378764109,2.6859770130207434,-2.7768691927374034,1.4629754903963497,0.18496299999999996,False,0.7999999999999999
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,0.8999999999999999,-0.027626330452135296,1.4540900735048634,2.8361427879665575,-2.8120572225798197,1.4538276127970362,0.18496299999999996,False,0.8999999999999999
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,0.9999999999999999,0.004112264353895091,1.5035552664785845,2.887244297503901,-2.785738436209743,1.503549642890906,0.18496299999999996,False,0.9999999999999999
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,1.0999999999999999,0.0405680666271249,1.475683765087945,2.9224183617523702,-2.8786311900335173,1.475126030722213,0.18496299999999996,False,1.0999999999999999
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,1.2,0.0008205511919117456,1.5258486399283269,2.9018736619300687,-2.9702834824180524,1.525848419295595,0.18496299999999996,False,1.2
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,1.3,-0.011101868267185552,1.5399347694123484,2.9889234901423216,-3.0036898760959594,1.5398947504833052,0.18496299999999996,False,1.3
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,1.4,0.0028455579354821014,1.551621246835953,2.937090663820447,-3.0062083271257682,1.5516186375629781,0.18496299999999996,False,1.4
0.06274385201545833,-0.7514334470008721,0.6706244146936303,1.14718951157425,1.5,0.016304759572021727,1.5595340199417775,3.0121901467350853,-2.9890131500944475,1.5594487853632963,0.18496299999999996,False,1.5
0.32692330016656423,-0.23264489147623313,0.997209935789211,1.48083533877623,0.1,0.47174830114315164,0.4753819625902533,0.559379041805077,0.1,0.058664731523389246,0.23495299999999997,False,0.1
0.32692330016656423,-0.23264489147623313,0.997209935789211,1.48083533877623,0.2,0.4588616175355694,0.46666896197859475,0.5959669152217522,0.1,0.0850055058617966,0.23495299999999997,True,0.2
0.32692330016656423,-0.23264489147623313,0.997209935789211,1.48083533877623,0.3,0.43746240194357217,0.4525647365841161,0.6310633464236963,0.1,0.11593743004401534,0.23495299999999997,True,0.3
0.32692330016656423,-0.23264489147623313,0.997209935789211,1.48083533877623,0.4,0.4083846762416221,0.4339155855888241,0.6445063340568015,0.1,0.1466447804318913,0.23495299999999997,True,0.4
0.32692330016656423,-0.23264489147623313,0.997209935789211,1.48083533877623,0.5,0.3719516533249007,0.4113768918616291,0.6562930340448992,0.08139689622845497,0.17573535428765447,0.23495299999999997,True,0.5
0.32692330016656423,-0.23264489147623313,0.997209935789211,1.48083533877623,0.6,0.32760246346374416,0.3853217845732749,0.665590924997384,-0.009420249116667589,0.2028534042090973,0.23495299999999997,True,0.6
0.32692330016656423,-0.23264489147623313,0.997209935789211,1.48083533877623,0.7,0.2720376500043004,0.35520928679406344,0.6429971466759461,-0.12211919923247758,0.2284056794497128,0.23495299999999997,True,0.7
0.32692330016656423,-0.23264489147623313,0.997209935789211,1.48083533877623,0.7999999999999999,-0.1903939490546832,0.3242464481571242,0.6646587182266501,-0.5822263025007637,0.26246124153077033,0.23495299999999997,True,0.7999999999999999
0.32692330016656423,-0.23264489147623313,0.997209935789211,1.48083533877623,0.8999999999999999,-0.07501711621416611,0.2902309155839164,0.7198712717581804,-0.701253596633871,0.28036835883456734,0.23495299999999997,True,0.8999999999999999
